"attackermoveset";"attackername";"attackerfastmove";"attackerspecialmove";"defendermoveset";"defendername";"defenderfastmove";"defenderspecialmove";"attackerattackmodifier";"attackerdefensemodifier";"attackeradvantage"
471;Magneton;Thunder Shock;Magnet Bomb;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,5625;2,44140625
472;Magneton;Thunder Shock;Flash Cannon;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,5625;2,44140625
470;Magneton;Thunder Shock;Discharge;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,5625;2,44140625
469;Magneton;Spark;Flash Cannon;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,5625;2,44140625
468;Magneton;Spark;Magnet Bomb;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,5625;2,44140625
700;Starmie;Water Gun;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
675;Seadra;Water Gun;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
309;Golduck;Water Gun;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
723;Electabuzz;Thunder Shock;Thunder;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
455;Slowbro;Water Gun;Water Pulse;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
50;Blastoise;Water Gun;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
721;Electabuzz;Thunder Shock;Thunder Punch;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
139;Raichu;Spark;Thunder;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
768;Jolteon;Thunder Shock;Discharge;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
766;Vaporeon;Water Gun;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
769;Jolteon;Thunder Shock;Thunderbolt;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
770;Jolteon;Thunder Shock;Thunder;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
582;Electrode;Spark;Thunderbolt;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
583;Electrode;Spark;Hyper Beam;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
767;Vaporeon;Water Gun;Aqua Tail;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
136;Raichu;Thunder Shock;Thunder;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
765;Vaporeon;Water Gun;Water Pulse;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
138;Raichu;Spark;Thunder Punch;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
722;Electabuzz;Thunder Shock;Thunderbolt;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
350;Poliwrath;Bubble;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
135;Raichu;Thunder Shock;Thunder Punch;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
581;Electrode;Spark;Discharge;805;Aerodactyl;Steel Wing;Iron Head;1,5625;1,25;1,953125
352;Poliwrath;Bubble;Ice Punch;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
49;Blastoise;Water Gun;Ice Beam;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
673;Seadra;Water Gun;Blizzard;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
310;Golduck;Water Gun;Ice Beam;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
702;Starmie;Water Gun;Psybeam;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
457;Slowbro;Water Gun;Ice Beam;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
351;Poliwrath;Bubble;Submission;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
571;Kingler;Metal Claw;Water Pulse;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
48;Blastoise;Water Gun;Flash Cannon;805;Aerodactyl;Steel Wing;Iron Head;1,40625;1,25;1,7578125
312;Golduck;Confusion;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
674;Seadra;Water Gun;Dragon Pulse;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
413;Tentacruel;Acid;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
308;Golduck;Water Gun;Psychic;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
137;Raichu;Spark;Brick Break;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
416;Tentacruel;Poison Jab;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
678;Seadra;Dragon Breath;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
725;Electabuzz;Low Kick;Thunderbolt;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
726;Electabuzz;Low Kick;Thunder;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
134;Raichu;Thunder Shock;Brick Break;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
749;Gyarados;Bite;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
353;Poliwrath;Mud Shot;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
574;Kingler;Mud Shot;Water Pulse;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
724;Electabuzz;Low Kick;Thunder Punch;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
53;Blastoise;Bite;Hydro Pump;805;Aerodactyl;Steel Wing;Iron Head;1,28125;1,25;1,6015625
470;Magneton;Thunder Shock;Discharge;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,38888884;2,17013884
468;Magneton;Spark;Magnet Bomb;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,38888884;2,17013884
472;Magneton;Thunder Shock;Flash Cannon;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,38888884;2,17013884
471;Magneton;Thunder Shock;Magnet Bomb;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,38888884;2,17013884
467;Magneton;Spark;Discharge;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,38888884;2,17013884
469;Magneton;Spark;Flash Cannon;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,38888884;2,17013884
350;Poliwrath;Bubble;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,25;1,953125
351;Poliwrath;Bubble;Submission;804;Aerodactyl;Steel Wing;Ancient Power;1,40625;1,25;1,7578125
352;Poliwrath;Bubble;Ice Punch;804;Aerodactyl;Steel Wing;Ancient Power;1,40625;1,25;1,7578125
769;Jolteon;Thunder Shock;Thunderbolt;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
139;Raichu;Spark;Thunder;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
583;Electrode;Spark;Hyper Beam;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
700;Starmie;Water Gun;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
768;Jolteon;Thunder Shock;Discharge;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
770;Jolteon;Thunder Shock;Thunder;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
766;Vaporeon;Water Gun;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
675;Seadra;Water Gun;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
767;Vaporeon;Water Gun;Aqua Tail;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
136;Raichu;Thunder Shock;Thunder;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
138;Raichu;Spark;Thunder Punch;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
135;Raichu;Thunder Shock;Thunder Punch;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
455;Slowbro;Water Gun;Water Pulse;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
50;Blastoise;Water Gun;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
723;Electabuzz;Thunder Shock;Thunder;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
721;Electabuzz;Thunder Shock;Thunder Punch;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
581;Electrode;Spark;Discharge;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
722;Electabuzz;Thunder Shock;Thunderbolt;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
582;Electrode;Spark;Thunderbolt;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
309;Golduck;Water Gun;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
765;Vaporeon;Water Gun;Water Pulse;804;Aerodactyl;Steel Wing;Ancient Power;1,5625;1,11111104;1,73611104
353;Poliwrath;Mud Shot;Hydro Pump;804;Aerodactyl;Steel Wing;Ancient Power;1,28125;1,25;1,6015625
321;Primeape;Low Kick;Low Sweep;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
403;Victreebel;Razor Leaf;Solar Beam;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
320;Primeape;Low Kick;Cross Chop;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
609;Hitmonlee;Low Kick;Low Sweep;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
248;Vileplume;Razor Leaf;Petal Blizzard;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
470;Magneton;Thunder Shock;Discharge;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
323;Primeape;Karate Chop;Cross Chop;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
387;Machamp;Karate Chop;Submission;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
611;Hitmonlee;Rock Smash;Stomp;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
612;Hitmonlee;Rock Smash;Low Sweep;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
324;Primeape;Karate Chop;Low Sweep;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
16;Venusaur;Vine Whip;Petal Blizzard;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
618;Hitmonchan;Rock Smash;Fire Punch;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
619;Hitmonchan;Rock Smash;Ice Punch;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
401;Victreebel;Razor Leaf;Leaf Blade;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
14;Venusaur;Razor Leaf;Solar Beam;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
467;Magneton;Spark;Discharge;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
608;Hitmonlee;Low Kick;Stomp;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
249;Vileplume;Razor Leaf;Solar Beam;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
17;Venusaur;Vine Whip;Solar Beam;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
388;Machamp;Karate Chop;Cross Chop;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
13;Venusaur;Razor Leaf;Petal Blizzard;803;Kabutops;Fury Cutter;Stone Edge;1,953125;1;1,953125
621;Hitmonchan;Rock Smash;Brick Break;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,25;1,953125
471;Magneton;Thunder Shock;Magnet Bomb;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
468;Magneton;Spark;Magnet Bomb;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
472;Magneton;Thunder Shock;Flash Cannon;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
354;Poliwrath;Mud Shot;Submission;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
469;Magneton;Spark;Flash Cannon;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
351;Poliwrath;Bubble;Submission;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
620;Hitmonchan;Rock Smash;Thunder Punch;803;Kabutops;Fury Cutter;Stone Edge;1,40625;1,25;1,7578125
658;Tangela;Vine Whip;Power Whip;803;Kabutops;Fury Cutter;Stone Edge;1,953125;0,888888896;1,73611116
659;Tangela;Vine Whip;Sludge Bomb;803;Kabutops;Fury Cutter;Stone Edge;1,953125;0,888888896;1,73611116
660;Tangela;Vine Whip;Solar Beam;803;Kabutops;Fury Cutter;Stone Edge;1,953125;0,888888896;1,73611116
151;Sandslash;Mud Shot;Bulldoze;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
647;Rhydon;Mud Slap;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
602;Marowak;Mud Slap;Bone Club;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
149;Sandslash;Mud Shot;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
287;Dugtrio;Mud Shot;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
603;Marowak;Mud Slap;Dig;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
288;Dugtrio;Mud Shot;Mud Bomb;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
436;Golem;Mud Shot;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
604;Marowak;Mud Slap;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,5625;1,11111104;1,73611104
386;Machamp;Karate Chop;Stone Edge;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
325;Primeape;Karate Chop;Night Slash;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
167;Nidoqueen;Bite;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
613;Hitmonlee;Rock Smash;Stone Edge;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
384;Machamp;Bullet Punch;Submission;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
610;Hitmonlee;Low Kick;Stone Edge;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
385;Machamp;Bullet Punch;Cross Chop;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
322;Primeape;Low Kick;Night Slash;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
164;Nidoqueen;Poison Jab;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
182;Nidoking;Poison Jab;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
185;Nidoking;Fury Cutter;Earthquake;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
617;Hitmonchan;Bullet Punch;Brick Break;803;Kabutops;Fury Cutter;Stone Edge;1,28125;1,25;1,6015625
14;Venusaur;Razor Leaf;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
13;Venusaur;Razor Leaf;Petal Blizzard;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
248;Vileplume;Razor Leaf;Petal Blizzard;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
17;Venusaur;Vine Whip;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
401;Victreebel;Razor Leaf;Leaf Blade;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
249;Vileplume;Razor Leaf;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
16;Venusaur;Vine Whip;Petal Blizzard;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
403;Victreebel;Razor Leaf;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,953125;1,11111104;2,17013884
660;Tangela;Vine Whip;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,953125;0,975609779;1,90548778
658;Tangela;Vine Whip;Power Whip;802;Kabutops;Fury Cutter;Water Pulse;1,953125;0,975609779;1,90548778
659;Tangela;Vine Whip;Sludge Bomb;802;Kabutops;Fury Cutter;Water Pulse;1,953125;0,975609779;1,90548778
354;Poliwrath;Mud Shot;Submission;802;Kabutops;Fury Cutter;Water Pulse;1,40625;1,25;1,7578125
351;Poliwrath;Bubble;Submission;802;Kabutops;Fury Cutter;Water Pulse;1,40625;1,25;1,7578125
387;Machamp;Karate Chop;Submission;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
467;Magneton;Spark;Discharge;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
618;Hitmonchan;Rock Smash;Fire Punch;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
321;Primeape;Low Kick;Low Sweep;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
470;Magneton;Thunder Shock;Discharge;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
621;Hitmonchan;Rock Smash;Brick Break;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
612;Hitmonlee;Rock Smash;Low Sweep;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
608;Hitmonlee;Low Kick;Stomp;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
324;Primeape;Karate Chop;Low Sweep;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
323;Primeape;Karate Chop;Cross Chop;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
619;Hitmonchan;Rock Smash;Ice Punch;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
611;Hitmonlee;Rock Smash;Stomp;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
320;Primeape;Low Kick;Cross Chop;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
609;Hitmonlee;Low Kick;Low Sweep;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
388;Machamp;Karate Chop;Cross Chop;802;Kabutops;Fury Cutter;Water Pulse;1,5625;1,11111104;1,73611104
12;Venusaur;Razor Leaf;Sludge Bomb;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
404;Victreebel;Acid;Leaf Blade;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
252;Vileplume;Acid;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
15;Venusaur;Vine Whip;Sludge Bomb;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
402;Victreebel;Razor Leaf;Sludge Bomb;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
250;Vileplume;Razor Leaf;Moonblast;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
406;Victreebel;Acid;Solar Beam;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
251;Vileplume;Acid;Petal Blizzard;802;Kabutops;Fury Cutter;Water Pulse;1,4765625;1,11111104;1,640625
467;Magneton;Spark;Discharge;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
17;Venusaur;Vine Whip;Solar Beam;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
323;Primeape;Karate Chop;Cross Chop;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
324;Primeape;Karate Chop;Low Sweep;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
618;Hitmonchan;Rock Smash;Fire Punch;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
13;Venusaur;Razor Leaf;Petal Blizzard;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
248;Vileplume;Razor Leaf;Petal Blizzard;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
612;Hitmonlee;Rock Smash;Low Sweep;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
403;Victreebel;Razor Leaf;Solar Beam;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
611;Hitmonlee;Rock Smash;Stomp;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
321;Primeape;Low Kick;Low Sweep;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
609;Hitmonlee;Low Kick;Low Sweep;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
16;Venusaur;Vine Whip;Petal Blizzard;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
619;Hitmonchan;Rock Smash;Ice Punch;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
621;Hitmonchan;Rock Smash;Brick Break;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
387;Machamp;Karate Chop;Submission;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
608;Hitmonlee;Low Kick;Stomp;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
388;Machamp;Karate Chop;Cross Chop;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
320;Primeape;Low Kick;Cross Chop;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
249;Vileplume;Razor Leaf;Solar Beam;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
14;Venusaur;Razor Leaf;Solar Beam;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
401;Victreebel;Razor Leaf;Leaf Blade;801;Kabutops;Fury Cutter;Ancient Power;1,953125;1;1,953125
470;Magneton;Thunder Shock;Discharge;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,25;1,953125
354;Poliwrath;Mud Shot;Submission;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
469;Magneton;Spark;Flash Cannon;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
351;Poliwrath;Bubble;Submission;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
472;Magneton;Thunder Shock;Flash Cannon;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
468;Magneton;Spark;Magnet Bomb;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
620;Hitmonchan;Rock Smash;Thunder Punch;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
471;Magneton;Thunder Shock;Magnet Bomb;801;Kabutops;Fury Cutter;Ancient Power;1,40625;1,25;1,7578125
659;Tangela;Vine Whip;Sludge Bomb;801;Kabutops;Fury Cutter;Ancient Power;1,953125;0,888888896;1,73611116
660;Tangela;Vine Whip;Solar Beam;801;Kabutops;Fury Cutter;Ancient Power;1,953125;0,888888896;1,73611116
658;Tangela;Vine Whip;Power Whip;801;Kabutops;Fury Cutter;Ancient Power;1,953125;0,888888896;1,73611116
149;Sandslash;Mud Shot;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
603;Marowak;Mud Slap;Dig;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
288;Dugtrio;Mud Shot;Mud Bomb;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
151;Sandslash;Mud Shot;Bulldoze;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
602;Marowak;Mud Slap;Bone Club;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
647;Rhydon;Mud Slap;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
604;Marowak;Mud Slap;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
287;Dugtrio;Mud Shot;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
436;Golem;Mud Shot;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,5625;1,11111104;1,73611104
182;Nidoking;Poison Jab;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
610;Hitmonlee;Low Kick;Stone Edge;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
325;Primeape;Karate Chop;Night Slash;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
185;Nidoking;Fury Cutter;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
167;Nidoqueen;Bite;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
386;Machamp;Karate Chop;Stone Edge;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
613;Hitmonlee;Rock Smash;Stone Edge;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
385;Machamp;Bullet Punch;Cross Chop;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
384;Machamp;Bullet Punch;Submission;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
322;Primeape;Low Kick;Night Slash;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
617;Hitmonchan;Bullet Punch;Brick Break;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
164;Nidoqueen;Poison Jab;Earthquake;801;Kabutops;Fury Cutter;Ancient Power;1,28125;1,25;1,6015625
660;Tangela;Vine Whip;Solar Beam;800;Kabutops;Mud Shot;Stone Edge;1,953125;1,11111104;2,17013884
658;Tangela;Vine Whip;Power Whip;800;Kabutops;Mud Shot;Stone Edge;1,953125;1,11111104;2,17013884
